  i, j, l,    A_two,       COV_sum,    A_three_i, A_three_j, A_three 
   0   0   0      0.01229707       0.01229707       0.11089217       0.11089217       0.01229707       0.01229707
   0   0   1      0.06519900       0.07749608       0.25534096       0.25534096       0.06519901       0.07749608
   0   0   2      0.07777766       0.15527374       0.27888647       0.27888647       0.07777766       0.15527374
   0   0   3      0.12584233       0.28111607       0.35474262       0.35474262       0.12584232       0.28111606
   0   0   4      0.00002711       0.28114318       0.00520685       0.00520685       0.00002711       0.28114317
   0   0   5      0.12648451       0.40762769       0.35564661       0.35564661       0.12648451       0.40762769
   0   0   6      0.02565294       0.43328064       0.16016534       0.16016534       0.02565294       0.43328062
   0   0   7      0.35044912       0.78372975       0.59198743       0.59198743       0.35044912       0.78372974
   0   0   8      0.15619116       0.93992091       0.39521030       0.39521030       0.15619119       0.93992092
   0   0   9      0.24043019       1.18035110       0.49033681       0.49033681       0.24043018       1.18035110
   0   0  10      0.09307751       1.27342861       0.30508608       0.30508608       0.09307751       1.27342861
   0   0  11      0.03405456       1.30748317       0.18453877       0.18453877       0.03405455       1.30748317
   0   0  12      0.01912432       1.32660749       0.13829072       0.13829072       0.01912432       1.32660749
   0   0  13      9.49062443      10.81723192       3.08068562       3.08068562       9.49062347      10.81723096
   0   0  14      0.06888716      10.88611908       0.26246363       0.26246363       0.06888716      10.88611812
   0   0  15      0.00032612      10.88644520       0.01805878       0.01805878       0.00032612      10.88644424
   0   0  16      0.02446030      10.91090549       0.15639789       0.15639789       0.02446030      10.91090454
   0   0  17      0.08268949      10.99359498       0.28755781       0.28755781       0.08268949      10.99359404
   0   0  18      0.29738232      11.29097731       0.54532772       0.54532772       0.29738232      11.29097636
   0   0  19      0.00060910      11.29158640       0.02467989       0.02467989       0.00060910      11.29158546
   0   0  20      0.10326339      11.39484980       0.32134622       0.32134622       0.10326339      11.39484885
   0   1   0      0.00216792       0.00216792       0.11089217       0.01954981       0.00216792       0.00216792
   0   1   1      0.05846464       0.06063256       0.25534096       0.22896694       0.05846464       0.06063256
   0   1   2      0.09411952       0.15475208       0.27888647       0.33748329       0.09411952       0.15475208
   0   1   3     -0.20335276      -0.04860068       0.35474262       0.57324034       0.20335278       0.35810486
   0   1   4      0.00003943      -0.04856125       0.00520685       0.00757217       0.00003943       0.35814429
   0   1   5      0.03487167      -0.01368959       0.35564661       0.09805146       0.03487167       0.39301595
   0   1   6      0.00515228      -0.00853731       0.16016534       0.03216849       0.00515228       0.39816823
   0   1   7      0.22716561       0.21862830       0.59198743       0.38373384       0.22716561       0.62533384
   0   1   8      0.00536023       0.22398853       0.39521030       0.01356297       0.00536023       0.63069407
   0   1   9      0.05639264       0.28038117       0.49033681       0.11500798       0.05639265       0.68708671
   0   1  10      0.00885867       0.28923984       0.30508608       0.02903662       0.00885867       0.69594538
   0   1  11      0.05641437       0.34565421       0.18453877       0.30570471       0.05641437       0.75235975
   0   1  12      0.01795729       0.36361149       0.13829072       0.12985170       0.01795729       0.77031704
   0   1  13     -0.67104924      -0.30743774       3.08068562       0.21782465       0.67104930       1.44136633
   0   1  14      0.05985796      -0.24757978       0.26246363       0.22806193       0.05985796       1.50122429
   0   1  15      0.00531193      -0.24226785       0.01805878       0.29414678       0.00531193       1.50653623
   0   1  16      0.01643592      -0.22583193       0.15639789       0.10509044       0.01643592       1.52297215
   0   1  17      0.06232738      -0.16350455       0.28755781       0.21674730       0.06232738       1.58529953
   0   1  18      0.01234651      -0.15115804       0.54532772       0.02264054       0.01234651       1.59764604
   0   1  19      0.00036381      -0.15079423       0.02467989       0.01474106       0.00036381       1.59800985
   0   1  20      0.00802525      -0.14276898       0.32134622       0.02497385       0.00802525       1.60603510
   0   2   0     -0.13232532      -0.13232532       0.11089217       1.19327927       0.13232532       0.13232532
   0   2   1      0.14001076       0.00768544       0.25534096       0.54832864       0.14001076       0.27233608
   0   2   2      0.23864992       0.24633536       0.27888647       0.85572428       0.23864992       0.51098600
   0   2   3      0.09418415       0.34051950       0.35474262       0.26549995       0.09418415       0.60517015
