 1.550      0       0
 1.500    973   28836
 1.450    869   29020
 1.400    853   28705
 1.350    538   17250
 1.300      0       0
 1.250      0       0
 1.200      0       0
 1.150      0       0
 1.100      0       0
 1.050      0       0
 1.000      0       0
 0.950      0       0
 0.900      0       0
 0.850      0       0
 0.800      0       0
 0.750      0       0
 0.700      0       0
 0.650      0       0
 0.600      0       0
 0.550      0       0
 0.500      0       0
 0.450      0       0
 0.400      0       0
 0.350      0       0
 0.300      0       0
 0.250      0       0
 0.200      0       0
 0.150      0       0
 0.100      0       0
 0.050      0       0
