 0.07943282 0.07943282 6 6 0. 0. 0. 0. 0. 0. 0.
 0.07943282 0.12589255 6 7 0. 0. 0. 0. 0. 0. 0.
 0.07943282 0.19952624 6 8 0. 0. 0. 0. 0. 0. 0.
 0.07943282 0.31622776 6 9 0. 0. 0. 0. 0. 0. 0.
 0.07943282 0.5011872 6 10 0. 0. 0. 0. 0. 0. 0.
 0.07943282 0.7943282 6 11 0. 0. 0. 0. 0. 0. 0.
 0.07943282 1.2589254 6 12 0. 0. 0. 0. 0. 0. 0.
 0.07943282 1.9952624 6 13 0. 0. 0. 0. 2. 0. 0.
 0.07943282 3.1622777 6 14 0. 0. 0. 0. 0. 0. 0.
 0.07943282 5.0118723 6 15 0. 0. 0. 0. 2. 0. 0.
 0.07943282 7.943282 6 16 0. 0. 0. 0. 0. 0. 0.
 0.07943282 12.589254 6 17 0. 0. 0. 0. 12. 0. 0.
 0.07943282 19.952621 6 18 -1. -1. 0. 1. 12. -1. -3.8833517111818994
 0.07943282 31.622776 6 19 -1. -1. 0. 1. 10. -1. -4.860022053418279
 0.07943282 50.11873 6 20 -1. -1. 0. 1. 40. -1. -0.46500551335456985
 0.07943282 79.432816 6 21 -1. -1. 0. 3. 52. -1. -2.3807819538951613
 0.07943282 125.89252 6 22 -1. -1. 0. 3. 76. -1. -1.3131666000335316
 0.12589255 0.07943282 7 6 0. 0. 0. 0. 0. 0. 0.
 0.12589255 0.12589255 7 7 0. 0. 0. 0. 0. 0. 0.
 0.12589255 0.19952624 7 8 0. 0. 0. 0. 0. 0. 0.
 0.12589255 0.31622776 7 9 0. 0. 0. 0. 0. 0. 0.
 0.12589255 0.5011872 7 10 0. 0. 0. 0. 0. 0. 0.
 0.12589255 0.7943282 7 11 -1. -1. 0. 1. 0. -1. NaN
 0.12589255 1.2589254 7 12 -1. -1. 0. 1. 0. -1. NaN
 0.12589255 1.9952624 7 13 0. 0. 2. 0. 6. 0. 0.
 0.12589255 3.1622777 7 14 0. 0. 2. 0. 4. 0. 0.
 0.12589255 5.0118723 7 15 0. 0. 0. 0. 6. 0. 0.
 0.12589255 7.943282 7 16 -1. -1. 0. 2. 20. -1. -4.860022053418279
 0.12589255 12.589254 7 17 0. 0. 0. 0. 20. 0. 0.
 0.12589255 19.952621 7 18 0. 0. 0. 0. 28. 0. 0.
 0.12589255 31.622776 7 19 -1. -1. 0. 3. 50. -1. -2.516013232050968
 0.12589255 50.11873 7 20 -1. -1. 0. 5. 72. -1. -3.0694597593182493
 0.12589255 79.432816 7 21 -1. -1. 0. 5. 114. -1. -1.5701851111483682
 0.12589255 125.89252 7 22 -1. -1. 0. 5. 202. -1. -0.4505005082718514
 0.19952624 0.07943282 8 6 0. 0. 0. 0. 0. 0. 0.
 0.19952624 0.12589255 8 7 0. 0. 0. 0. 0. 0. 0.
 0.19952624 0.19952624 8 8 0. 0. 0. 0. 0. 0. 0.
 0.19952624 0.31622776 8 9 0. 0. 0. 0. 2. 0. 0.
 0.19952624 0.5011872 8 10 0. 0. 0. 0. 2. 0. 0.
 0.19952624 0.7943282 8 11 0. 0. 0. 0. 8. 0. 0.
 0.19952624 1.2589254 8 12 0. 0. 0. 0. 8. 0. 0.
 0.19952624 1.9952624 8 13 0. 0. 0. 0. 6. 0. 0.
 0.19952624 3.1622777 8 14 -1. -1. 0. 1. 14. -1. -3.1857300381559144
 0.19952624 5.0118723 8 15 -1. -1. 0. 1. 16. -1. -2.6625137833864247
 0.19952624 7.943282 8 16 0. 0. 0. 0. 32. 0. 0.
 0.19952624 12.589254 8 17 28.300110267091398 1. 2. 2. 36. 17. 45.43868006275178
 0.19952624 19.952621 8 18 0. 0. 0. 0. 94. 0. 0.
 0.19952624 31.622776 8 19 -1. -1. 0. 6. 122. -1. -1.8819780590581705
 0.19952624 50.11873 8 20 -1. -1. 0. 5. 216. -1. -0.35648658643941666
 0.19952624 79.432816 8 21 -1. -1. 0. 6. 324. -1. -0.08518926915153324
 0.19952624 125.89252 8 22 -1. -1. 0. 15. 530. -1. -0.6584968075712112
 0.31622776 0.07943282 9 6 0. 0. 0. 0. 0. 0. 0.
 0.31622776 0.12589255 9 7 -1. -1. 0. 1. 2. -1. -28.300110267091398
 0.31622776 0.19952624 9 8 0. 0. 0. 0. 0. 0. 0.
 0.31622776 0.31622776 9 9 0. 0. 0. 0. 4. 0. 0.
 0.31622776 0.5011872 9 10 0. 0. 0. 0. 4. 0. 0.
 0.31622776 0.7943282 9 11 0. 0. 0. 0. 14. 0. 0.
 0.31622776 1.2589254 9 12 0. 0. 0. 0. 12. 0. 0.
 0.31622776 1.9952624 9 13 0. 0. 0. 0. 18. 0. 0.
 0.31622776 3.1622777 9 14 0. 0. 0. 0. 38. 0. 0.
 0.31622776 5.0118723 9 15 -1. -1. 0. 2. 48. -1. -1.4416758555909497
 0.31622776 7.943282 9 16 -1. -1. 0. 4. 102. -1. -1.2980478640856
 0.31622776 12.589254 9 17 -1. -1. 0. 4. 154. -1. -0.5220836502385142
